Gene	gene_length
ENSDARG00000102650	3811
ENSDARG00000102655	1038
ENSDARG00000102657	1011
ENSDARG00000102658	1185
ENSDARG00000102659	1065
ENSDARG00000102660	93
ENSDARG00000102662	2276
ENSDARG00000102665	2482
ENSDARG00000102668	2293
ENSDARG00000102669	3749
ENSDARG00000102671	1142
ENSDARG00000102673	1867
ENSDARG00000102674	6928
ENSDARG00000102675	1790
ENSDARG00000102676	164
ENSDARG00000102677	117
ENSDARG00000102678	1228
ENSDARG00000102679	5673
ENSDARG00000102680	2726
ENSDARG00000102683	1333
ENSDARG00000102684	2361
ENSDARG00000102687	534
ENSDARG00000102689	434
ENSDARG00000102690	3571
ENSDARG00000102693	1911
ENSDARG00000102694	410
ENSDARG00000102696	6081
ENSDARG00000102698	267
ENSDARG00000102701	1688
ENSDARG00000102702	2121
ENSDARG00000102703	1734
ENSDARG00000102704	2730
ENSDARG00000102705	1730
ENSDARG00000102706	872
ENSDARG00000102710	775
ENSDARG00000102711	3751
ENSDARG00000102712	888
ENSDARG00000102713	3510
ENSDARG00000102714	348
ENSDARG00000102715	1146
ENSDARG00000102716	3938
ENSDARG00000102717	1478
ENSDARG00000102719	3434
ENSDARG00000102720	1220
ENSDARG00000102722	2918
ENSDARG00000102723	107
ENSDARG00000102724	3402
ENSDARG00000102725	1008
ENSDARG00000102726	2044
ENSDARG00000102727	1670
ENSDARG00000102728	3186
ENSDARG00000102729	4839
ENSDARG00000102730	2952
ENSDARG00000102731	899
ENSDARG00000102732	82
ENSDARG00000102733	1520
ENSDARG00000102734	2222
ENSDARG00000102736	1751
ENSDARG00000102737	2796
ENSDARG00000102741	869
ENSDARG00000102742	2090
ENSDARG00000102744	1076
ENSDARG00000102746	3111
ENSDARG00000102748	345
ENSDARG00000102750	5085
ENSDARG00000102751	770
ENSDARG00000102753	2428
ENSDARG00000102755	9963
ENSDARG00000102756	726
ENSDARG00000102757	378
ENSDARG00000102758	1395
ENSDARG00000102759	9484
ENSDARG00000102761	1433
ENSDARG00000102762	4883
ENSDARG00000102765	4114
ENSDARG00000102766	7390
ENSDARG00000102769	7487
ENSDARG00000102772	681
ENSDARG00000102773	6674
ENSDARG00000102774	4536
ENSDARG00000102775	149
ENSDARG00000102776	697
ENSDARG00000102777	6244
ENSDARG00000102778	2011
ENSDARG00000102779	99
ENSDARG00000102783	955
ENSDARG00000102784	122
ENSDARG00000102786	243
ENSDARG00000102787	5536
ENSDARG00000102788	1532
ENSDARG00000102791	996
ENSDARG00000102792	1101
ENSDARG00000102793	4921
ENSDARG00000102795	513
ENSDARG00000102796	730
ENSDARG00000102797	408
ENSDARG00000102798	5678
ENSDARG00000102800	2033
ENSDARG00000102802	5669
ENSDARG00000102803	1276
ENSDARG00000102805	2590
ENSDARG00000102806	1013
ENSDARG00000102807	1119
ENSDARG00000102808	2917
ENSDARG00000102809	385
ENSDARG00000102810	1681
ENSDARG00000102813	554
ENSDARG00000102820	1539
ENSDARG00000102822	598
ENSDARG00000102823	936
ENSDARG00000102824	4672
ENSDARG00000102825	2537
ENSDARG00000102827	2086
ENSDARG00000102828	1062
ENSDARG00000102829	4396
ENSDARG00000102831	7466
ENSDARG00000102832	5167
ENSDARG00000102833	1116
ENSDARG00000102834	384
ENSDARG00000102835	2877
ENSDARG00000102836	675
ENSDARG00000102837	820
ENSDARG00000102839	2716
ENSDARG00000102843	935
ENSDARG00000102844	740
ENSDARG00000102845	1152
ENSDARG00000102846	2023
ENSDARG00000102848	1041
ENSDARG00000102850	764
ENSDARG00000102853	758
ENSDARG00000102854	63
ENSDARG00000102855	6254
ENSDARG00000102856	916
ENSDARG00000102858	3651
ENSDARG00000102859	3073
ENSDARG00000102861	1728
ENSDARG00000102865	1546
ENSDARG00000102866	934
ENSDARG00000102867	780
ENSDARG00000102868	505
ENSDARG00000102869	121
ENSDARG00000102872	585
ENSDARG00000102873	5043
ENSDARG00000102874	2950
ENSDARG00000102875	1040
ENSDARG00000102877	2534
ENSDARG00000102878	2619
ENSDARG00000102879	4175
ENSDARG00000102880	63
ENSDARG00000102882	115
ENSDARG00000102883	8121
ENSDARG00000102884	946
ENSDARG00000102885	1185
ENSDARG00000102887	1551
ENSDARG00000102888	2597
ENSDARG00000102889	3064
ENSDARG00000102890	1424
ENSDARG00000102891	3643
ENSDARG00000102892	2047
ENSDARG00000102893	3605
ENSDARG00000102894	237
ENSDARG00000102895	531
ENSDARG00000102896	5710
ENSDARG00000102898	5402
ENSDARG00000102899	1903
ENSDARG00000102900	1476
ENSDARG00000102902	2396
ENSDARG00000102904	10214
ENSDARG00000102905	142
ENSDARG00000102906	1727
ENSDARG00000102908	8504
ENSDARG00000102909	77
ENSDARG00000102911	1963
ENSDARG00000102912	1676
ENSDARG00000102913	266
ENSDARG00000102914	5104
ENSDARG00000102917	956
ENSDARG00000102918	121
ENSDARG00000102921	1436
ENSDARG00000102923	1960
ENSDARG00000102924	3634
ENSDARG00000102926	1438
ENSDARG00000102927	4451
ENSDARG00000102929	1451
ENSDARG00000102930	762
ENSDARG00000102931	1442
ENSDARG00000102933	1540
ENSDARG00000102934	3467
ENSDARG00000102937	1877
ENSDARG00000102941	712
ENSDARG00000102945	1168
ENSDARG00000102946	345
ENSDARG00000102948	2458
ENSDARG00000102949	459
ENSDARG00000102950	4443
ENSDARG00000102953	2940
ENSDARG00000102955	1671
ENSDARG00000102956	6987
ENSDARG00000102957	522
ENSDARG00000102959	1785
ENSDARG00000102960	8053
ENSDARG00000102963	1601
ENSDARG00000102964	5840
ENSDARG00000102965	3100
ENSDARG00000102967	703
ENSDARG00000102968	2105
ENSDARG00000102969	1998
ENSDARG00000102972	1859
ENSDARG00000102973	1373
ENSDARG00000102974	9874
ENSDARG00000102975	1576
ENSDARG00000102976	1923
ENSDARG00000102977	8434
ENSDARG00000102978	3534
ENSDARG00000102981	1872
ENSDARG00000102982	1401
ENSDARG00000102983	628
ENSDARG00000102985	575
ENSDARG00000102986	3685
ENSDARG00000102987	4593
ENSDARG00000102989	449
ENSDARG00000102990	1260
ENSDARG00000102992	1990
ENSDARG00000102994	1815
ENSDARG00000102995	3259
ENSDARG00000102997	2577
ENSDARG00000102998	7094
ENSDARG00000102999	1433
ENSDARG00000103000	1392
ENSDARG00000103001	3758
ENSDARG00000103002	5541
ENSDARG00000103003	5443
ENSDARG00000103004	7333
ENSDARG00000103006	1196
ENSDARG00000103007	3754
ENSDARG00000103009	369
ENSDARG00000103011	1866
ENSDARG00000103013	6965
ENSDARG00000103015	600
ENSDARG00000103017	1464
ENSDARG00000103019	873
ENSDARG00000103020	2298
ENSDARG00000103021	1471
ENSDARG00000103024	2184
ENSDARG00000103025	3436
ENSDARG00000103026	5927
ENSDARG00000103027	1260
ENSDARG00000103031	1709
ENSDARG00000103032	2537
ENSDARG00000103034	645
ENSDARG00000103037	5343
ENSDARG00000103038	3464
ENSDARG00000103039	311
ENSDARG00000103041	136
ENSDARG00000103042	453
ENSDARG00000103044	909
ENSDARG00000103045	798
ENSDARG00000103046	6301
ENSDARG00000103048	948
ENSDARG00000103049	1733
ENSDARG00000103050	600
ENSDARG00000103052	1809
ENSDARG00000103053	1048
ENSDARG00000103054	1296
ENSDARG00000103056	3388
ENSDARG00000103057	16288
ENSDARG00000103058	1231
ENSDARG00000103059	944
ENSDARG00000103060	1031
ENSDARG00000103066	4736
ENSDARG00000103067	3376
ENSDARG00000103069	624
ENSDARG00000103071	4098
ENSDARG00000103074	419
ENSDARG00000103077	892
ENSDARG00000103078	374
ENSDARG00000103079	877
ENSDARG00000103081	3171
ENSDARG00000103087	1217
ENSDARG00000103091	523
ENSDARG00000103092	866
ENSDARG00000103093	965
ENSDARG00000103095	3025
ENSDARG00000103096	423
ENSDARG00000103098	1882
ENSDARG00000103099	1589
ENSDARG00000103100	389
ENSDARG00000103101	428
ENSDARG00000103102	675
ENSDARG00000103103	914
ENSDARG00000103104	350
ENSDARG00000103105	1850
ENSDARG00000103106	2983
ENSDARG00000103108	1977
ENSDARG00000103109	4414
ENSDARG00000103110	303
ENSDARG00000103112	494
ENSDARG00000103114	1164
ENSDARG00000103117	2845
ENSDARG00000103118	1462
ENSDARG00000103119	3193
ENSDARG00000103120	57
ENSDARG00000103121	648
ENSDARG00000103122	3476
ENSDARG00000103123	2516
ENSDARG00000103124	1651
ENSDARG00000103125	6551
ENSDARG00000103127	1264
ENSDARG00000103129	6349
ENSDARG00000103130	2389
ENSDARG00000103132	1701
ENSDARG00000103133	2426
ENSDARG00000103134	1487
ENSDARG00000103135	1068
ENSDARG00000103137	2164
ENSDARG00000103139	1368
ENSDARG00000103141	671
ENSDARG00000103143	5914
ENSDARG00000103144	2010
ENSDARG00000103145	1585
ENSDARG00000103146	2352
ENSDARG00000103148	2134
ENSDARG00000103149	3889
ENSDARG00000103150	387
ENSDARG00000103152	118
ENSDARG00000103154	4260
ENSDARG00000103155	3820
ENSDARG00000103156	2021
ENSDARG00000103158	2262
ENSDARG00000103160	806
ENSDARG00000103163	5366
ENSDARG00000103164	486
ENSDARG00000103165	2201
ENSDARG00000103166	773
ENSDARG00000103167	1692
ENSDARG00000103172	1578
ENSDARG00000103173	1505
ENSDARG00000103176	2852
ENSDARG00000103178	781
ENSDARG00000103179	885
ENSDARG00000103180	176
ENSDARG00000103181	5357
ENSDARG00000103183	2931
ENSDARG00000103184	4224
ENSDARG00000103186	3718
ENSDARG00000103187	1226
ENSDARG00000103190	3147
ENSDARG00000103192	1965
ENSDARG00000103193	2266
ENSDARG00000103194	930
ENSDARG00000103195	1887
ENSDARG00000103196	1827
ENSDARG00000103197	4000
ENSDARG00000103198	1276
ENSDARG00000103199	975
ENSDARG00000103200	2559
ENSDARG00000103201	451
ENSDARG00000103202	423
ENSDARG00000103203	1538
ENSDARG00000103205	2055
ENSDARG00000103207	3319
ENSDARG00000103208	2685
ENSDARG00000103211	2884
ENSDARG00000103212	121
ENSDARG00000103215	1206
ENSDARG00000103217	60
ENSDARG00000103218	3090
ENSDARG00000103220	2256
ENSDARG00000103223	1721
ENSDARG00000103224	888
ENSDARG00000103225	1648
ENSDARG00000103226	3978
ENSDARG00000103227	263
ENSDARG00000103228	120
ENSDARG00000103229	6027
ENSDARG00000103230	558
ENSDARG00000103231	6120
ENSDARG00000103234	1255
ENSDARG00000103235	2907
ENSDARG00000103237	750
ENSDARG00000103239	1495
ENSDARG00000103241	747
ENSDARG00000103243	744
ENSDARG00000103244	1656
ENSDARG00000103245	3611
ENSDARG00000103247	1892
ENSDARG00000103248	5648
ENSDARG00000103251	4722
ENSDARG00000103252	743
ENSDARG00000103253	3241
ENSDARG00000103254	865
ENSDARG00000103255	567
ENSDARG00000103259	2221
ENSDARG00000103260	2182
ENSDARG00000103261	2368
ENSDARG00000103262	119
ENSDARG00000103263	95
ENSDARG00000103264	1493
ENSDARG00000103265	4963
ENSDARG00000103266	2827
ENSDARG00000103267	107
ENSDARG00000103268	1274
ENSDARG00000103270	1374
ENSDARG00000103271	2345
ENSDARG00000103273	768
ENSDARG00000103274	478
ENSDARG00000103276	491
ENSDARG00000103277	2118
ENSDARG00000103278	2038
ENSDARG00000103281	3106
ENSDARG00000103283	2435
ENSDARG00000103284	1797
ENSDARG00000103285	2975
ENSDARG00000103286	9914
ENSDARG00000103288	3092
ENSDARG00000103290	3775
ENSDARG00000103293	934
ENSDARG00000103294	3606
ENSDARG00000103295	2020
ENSDARG00000103296	1451
ENSDARG00000103298	1568
ENSDARG00000103300	314
ENSDARG00000103305	918
ENSDARG00000103306	1935
ENSDARG00000103308	2430
ENSDARG00000103309	1548
ENSDARG00000103310	1721
ENSDARG00000103311	2094
ENSDARG00000103312	483
ENSDARG00000103313	2707
ENSDARG00000103314	2486
ENSDARG00000103315	2701
ENSDARG00000103316	4443
ENSDARG00000103317	3698
ENSDARG00000103318	1380
ENSDARG00000103319	842
ENSDARG00000103320	2789
ENSDARG00000103321	129
ENSDARG00000103322	1817
ENSDARG00000103323	918
ENSDARG00000103324	5416
ENSDARG00000103330	2710
ENSDARG00000103333	1227
ENSDARG00000103334	85
ENSDARG00000103336	545
ENSDARG00000103337	2022
ENSDARG00000103340	2440
ENSDARG00000103341	654
ENSDARG00000103342	2195
ENSDARG00000103343	1403
ENSDARG00000103345	363
ENSDARG00000103346	1444
ENSDARG00000103347	1704
ENSDARG00000103348	1583
ENSDARG00000103350	4009
ENSDARG00000103351	5981
ENSDARG00000103352	87
ENSDARG00000103355	57
ENSDARG00000103358	582
ENSDARG00000103359	2685
ENSDARG00000103360	337
ENSDARG00000103361	5785
ENSDARG00000103362	3913
ENSDARG00000103364	3110
ENSDARG00000103365	1502
ENSDARG00000103367	950
ENSDARG00000103369	926
ENSDARG00000103370	5389
ENSDARG00000103371	1393
ENSDARG00000103375	4220
ENSDARG00000103379	3490
ENSDARG00000103380	2701
ENSDARG00000103381	4147
ENSDARG00000103382	945
ENSDARG00000103383	1964
ENSDARG00000103384	122
ENSDARG00000103386	375
ENSDARG00000103388	5005
ENSDARG00000103390	1668
ENSDARG00000103391	878
ENSDARG00000103394	3227
ENSDARG00000103395	977
ENSDARG00000103396	268
ENSDARG00000103398	559
ENSDARG00000103399	2638
ENSDARG00000103400	1242
ENSDARG00000103403	2024
ENSDARG00000103404	1390
ENSDARG00000103405	1598
ENSDARG00000103409	5079
ENSDARG00000103410	122
ENSDARG00000103411	454
ENSDARG00000103412	119
ENSDARG00000103413	1567
ENSDARG00000103415	1722
ENSDARG00000103417	2562
ENSDARG00000103418	2251
ENSDARG00000103420	1417
ENSDARG00000103422	9433
ENSDARG00000103424	1629
ENSDARG00000103425	775
ENSDARG00000103428	6563
ENSDARG00000103429	453
ENSDARG00000103431	178
ENSDARG00000103432	782
ENSDARG00000103433	1070
ENSDARG00000103434	817
ENSDARG00000103435	6848
ENSDARG00000103436	5322
ENSDARG00000103438	366
ENSDARG00000103439	1144
ENSDARG00000103441	2439
ENSDARG00000103443	1409
ENSDARG00000103444	880
ENSDARG00000103445	777
ENSDARG00000103447	426
ENSDARG00000103450	1316
ENSDARG00000103451	393
ENSDARG00000103453	2091
ENSDARG00000103454	6336
ENSDARG00000103456	1668
ENSDARG00000103457	3494
ENSDARG00000103458	1939
ENSDARG00000103459	6126
ENSDARG00000103462	3666
ENSDARG00000103464	1596
ENSDARG00000103465	107
ENSDARG00000103466	803
ENSDARG00000103467	2024
ENSDARG00000103469	244
ENSDARG00000103470	1777
ENSDARG00000103471	1774
ENSDARG00000103472	972
ENSDARG00000103473	1556
ENSDARG00000103474	281
ENSDARG00000103476	5653
ENSDARG00000103477	548
ENSDARG00000103478	1869
ENSDARG00000103479	9026
ENSDARG00000103480	3208
ENSDARG00000103483	2374
ENSDARG00000103484	1217
ENSDARG00000103485	8203
ENSDARG00000103486	293
ENSDARG00000103487	1452
ENSDARG00000103488	3696
ENSDARG00000103490	2675
ENSDARG00000103492	402
ENSDARG00000103494	3635
ENSDARG00000103495	1615
ENSDARG00000103497	1591
ENSDARG00000103498	890
ENSDARG00000103499	64
ENSDARG00000103500	131
ENSDARG00000103502	121
ENSDARG00000103503	2730
ENSDARG00000103504	651
ENSDARG00000103505	2030
ENSDARG00000103506	378
ENSDARG00000103507	2025
ENSDARG00000103508	541
ENSDARG00000103509	361
ENSDARG00000103510	782
ENSDARG00000103511	5397
ENSDARG00000103515	2013
ENSDARG00000103516	6237
ENSDARG00000103517	1255
ENSDARG00000103518	1352
ENSDARG00000103519	2736
ENSDARG00000103520	1443
ENSDARG00000103521	962
ENSDARG00000103522	3425
ENSDARG00000103523	1999
ENSDARG00000103525	4245
ENSDARG00000103527	1948
ENSDARG00000103528	474
ENSDARG00000103529	2849
ENSDARG00000103530	1406
ENSDARG00000103533	1723
ENSDARG00000103534	1842
ENSDARG00000103535	6993
ENSDARG00000103536	2465
ENSDARG00000103537	5739
ENSDARG00000103538	2366
ENSDARG00000103540	1726
ENSDARG00000103542	2658
ENSDARG00000103543	580
ENSDARG00000103544	339
ENSDARG00000103545	1415
ENSDARG00000103546	1763
ENSDARG00000103548	641
ENSDARG00000103549	369
ENSDARG00000103550	121
ENSDARG00000103551	12211
ENSDARG00000103552	417
ENSDARG00000103553	8254
ENSDARG00000103554	8382
ENSDARG00000103555	902
ENSDARG00000103556	1502
ENSDARG00000103562	2987
ENSDARG00000103564	1568
ENSDARG00000103566	999
ENSDARG00000103569	763
ENSDARG00000103571	109
ENSDARG00000103572	880
ENSDARG00000103574	616
ENSDARG00000103575	668
ENSDARG00000103576	1506
ENSDARG00000103577	591
ENSDARG00000103578	1609
ENSDARG00000103580	965
ENSDARG00000103582	684
ENSDARG00000103583	348
ENSDARG00000103584	2707
ENSDARG00000103586	7297
ENSDARG00000103588	1952
ENSDARG00000103589	2579
ENSDARG00000103590	1804
ENSDARG00000103591	2644
ENSDARG00000103594	3051
ENSDARG00000103595	1425
ENSDARG00000103597	1611
ENSDARG00000103600	2149
ENSDARG00000103602	5392
ENSDARG00000103603	843
ENSDARG00000103606	6148
ENSDARG00000103607	2231
ENSDARG00000103608	1267
ENSDARG00000103609	2670
ENSDARG00000103610	2281
ENSDARG00000103612	1819
ENSDARG00000103614	2452
ENSDARG00000103615	1070
ENSDARG00000103616	263
ENSDARG00000103618	3074
ENSDARG00000103619	1395
ENSDARG00000103622	133
ENSDARG00000103623	1181
ENSDARG00000103625	190
ENSDARG00000103626	66
ENSDARG00000103634	5779
ENSDARG00000103635	449
ENSDARG00000103636	1788
ENSDARG00000103638	2305
ENSDARG00000103639	991
ENSDARG00000103642	1611
ENSDARG00000103643	3337
ENSDARG00000103644	1321
ENSDARG00000103647	1635
ENSDARG00000103648	7671
ENSDARG00000103650	7634
ENSDARG00000103651	3532
ENSDARG00000103653	998
ENSDARG00000103658	13276
ENSDARG00000103659	2563
ENSDARG00000103660	118
ENSDARG00000103662	1290
ENSDARG00000103663	833
ENSDARG00000103665	3906
ENSDARG00000103666	1107
ENSDARG00000103667	2264
ENSDARG00000103668	1060
ENSDARG00000103670	1645
ENSDARG00000103672	1305
ENSDARG00000103674	769
ENSDARG00000103675	659
ENSDARG00000103676	736
ENSDARG00000103677	3036
ENSDARG00000103678	683
ENSDARG00000103679	7599
ENSDARG00000103681	893
ENSDARG00000103682	1962
ENSDARG00000103683	4532
ENSDARG00000103684	3989
ENSDARG00000103685	1784
ENSDARG00000103686	121
ENSDARG00000103687	634
ENSDARG00000103689	1918
ENSDARG00000103690	4121
ENSDARG00000103691	9330
ENSDARG00000103692	3347
ENSDARG00000103695	126
ENSDARG00000103696	3826
ENSDARG00000103697	8155
ENSDARG00000103699	8453
ENSDARG00000103700	839
ENSDARG00000103702	1873
ENSDARG00000103703	3146
ENSDARG00000103704	294
ENSDARG00000103707	60
ENSDARG00000103709	349
ENSDARG00000103712	2709
ENSDARG00000103713	3092
ENSDARG00000103714	5092
ENSDARG00000103715	1856
ENSDARG00000103716	928
ENSDARG00000103717	774
ENSDARG00000103718	1451
ENSDARG00000103719	959
ENSDARG00000103720	1775
ENSDARG00000103721	1242
ENSDARG00000103725	3576
ENSDARG00000103727	2352
ENSDARG00000103728	216
ENSDARG00000103730	5223
ENSDARG00000103732	4964
ENSDARG00000103734	498
ENSDARG00000103735	2779
ENSDARG00000103736	1756
ENSDARG00000103737	791
ENSDARG00000103738	619
ENSDARG00000103739	8941
ENSDARG00000103740	2564
ENSDARG00000103743	6307
ENSDARG00000103744	3702
ENSDARG00000103745	638
ENSDARG00000103746	5991
ENSDARG00000103747	3907
ENSDARG00000103748	1013
ENSDARG00000103749	104
ENSDARG00000103750	5233
ENSDARG00000103751	9373
ENSDARG00000103752	615
ENSDARG00000103753	100
ENSDARG00000103754	10507
ENSDARG00000103755	3332
ENSDARG00000103756	2466
ENSDARG00000103759	1648
ENSDARG00000103760	2376
ENSDARG00000103761	1348
ENSDARG00000103762	575
ENSDARG00000103763	1255
ENSDARG00000103764	495
ENSDARG00000103765	2067
ENSDARG00000103766	1399
ENSDARG00000103767	1263
ENSDARG00000103769	821
ENSDARG00000103770	1443
ENSDARG00000103771	2587
ENSDARG00000103772	375
ENSDARG00000103773	1103
ENSDARG00000103774	6348
ENSDARG00000103775	5656
ENSDARG00000103776	558
ENSDARG00000103777	2306
ENSDARG00000103782	117
ENSDARG00000103783	2928
ENSDARG00000103784	165
ENSDARG00000103785	1043
ENSDARG00000103786	3973
ENSDARG00000103787	7266
ENSDARG00000103788	1431
ENSDARG00000103789	2695
ENSDARG00000103791	626
ENSDARG00000103792	1080
ENSDARG00000103795	1415
ENSDARG00000103799	5343
ENSDARG00000103800	1993
ENSDARG00000103802	4948
ENSDARG00000103806	1288
ENSDARG00000103807	645
ENSDARG00000103809	871
ENSDARG00000103810	1469
ENSDARG00000103811	5224
ENSDARG00000103813	1937
ENSDARG00000103814	732
ENSDARG00000103815	651
ENSDARG00000103817	824
ENSDARG00000103818	1270
ENSDARG00000103819	650
ENSDARG00000103823	3303
ENSDARG00000103824	564
ENSDARG00000103825	1303
ENSDARG00000103826	1908
ENSDARG00000103827	1209
ENSDARG00000103829	2786
ENSDARG00000103830	2953
ENSDARG00000103831	3772
ENSDARG00000103833	411
ENSDARG00000103834	11166
ENSDARG00000103835	119
ENSDARG00000103837	5838
ENSDARG00000103838	1191
ENSDARG00000103840	7127
ENSDARG00000103841	5470
ENSDARG00000103843	1087
ENSDARG00000103844	6538
ENSDARG00000103845	5493
ENSDARG00000103846	2339
ENSDARG00000103847	1023
ENSDARG00000103848	7521
ENSDARG00000103849	1724
ENSDARG00000103850	4155
ENSDARG00000103851	9950
ENSDARG00000103852	947
ENSDARG00000103853	841
ENSDARG00000103854	1260
ENSDARG00000103856	2320
ENSDARG00000103857	124
ENSDARG00000103858	1609
ENSDARG00000103860	522
ENSDARG00000103861	119
ENSDARG00000103862	5234
ENSDARG00000103865	2526
ENSDARG00000103866	756
ENSDARG00000103867	283
ENSDARG00000103868	1290
ENSDARG00000103870	1178
ENSDARG00000103871	2400
ENSDARG00000103872	377
ENSDARG00000103873	1104
ENSDARG00000103875	3298
ENSDARG00000103876	336
ENSDARG00000103878	3269
ENSDARG00000103883	815
ENSDARG00000103885	63
ENSDARG00000103887	730
ENSDARG00000103888	125
ENSDARG00000103889	1844
ENSDARG00000103890	46
ENSDARG00000103892	795
ENSDARG00000103893	3553
ENSDARG00000103897	63
ENSDARG00000103898	890
ENSDARG00000103900	4486
ENSDARG00000103902	2811
ENSDARG00000103903	1992
ENSDARG00000103906	3470
ENSDARG00000103907	2318
ENSDARG00000103910	2058
ENSDARG00000103914	3435
ENSDARG00000103915	4924
ENSDARG00000103916	122
ENSDARG00000103917	5902
ENSDARG00000103919	1398
ENSDARG00000103921	94
ENSDARG00000103922	1690
ENSDARG00000103923	1602
ENSDARG00000103924	2379
ENSDARG00000103925	136
ENSDARG00000103926	2750
ENSDARG00000103927	834
ENSDARG00000103928	121
ENSDARG00000103929	2775
ENSDARG00000103933	1380
ENSDARG00000103934	519
ENSDARG00000103935	1474
ENSDARG00000103936	408
ENSDARG00000103937	6419
ENSDARG00000103940	900
ENSDARG00000103941	423
ENSDARG00000103946	5899
ENSDARG00000103947	2442
ENSDARG00000103948	123
ENSDARG00000103949	1469
ENSDARG00000103950	4321
ENSDARG00000103951	1197
ENSDARG00000103952	3544
ENSDARG00000103953	6924
ENSDARG00000103954	1566
ENSDARG00000103955	2635
ENSDARG00000103956	1902
ENSDARG00000103957	980
ENSDARG00000103959	6210
ENSDARG00000103960	972
ENSDARG00000103961	3927
ENSDARG00000103962	2319
ENSDARG00000103964	1690
ENSDARG00000103966	767
ENSDARG00000103967	713
ENSDARG00000103968	70
ENSDARG00000103969	5896
ENSDARG00000103971	2346
ENSDARG00000103972	1467
ENSDARG00000103973	2723
ENSDARG00000103974	131
ENSDARG00000103976	5419
ENSDARG00000103977	2611
ENSDARG00000103978	3758
ENSDARG00000103979	1712
ENSDARG00000103980	3047
ENSDARG00000103981	1026
ENSDARG00000103983	2067
ENSDARG00000103984	1752
ENSDARG00000103985	1254
ENSDARG00000103988	2029
ENSDARG00000103991	1193
ENSDARG00000103992	3671
ENSDARG00000103994	858
ENSDARG00000103996	4408
ENSDARG00000103998	3198
ENSDARG00000103999	301
ENSDARG00000104002	317
ENSDARG00000104004	2366
ENSDARG00000104005	3300
ENSDARG00000104006	1541
ENSDARG00000104007	4335
ENSDARG00000104008	3800
ENSDARG00000104009	455
ENSDARG00000104011	751
ENSDARG00000104012	821
ENSDARG00000104013	1305
ENSDARG00000104014	2031
ENSDARG00000104015	2284
ENSDARG00000104016	9155
ENSDARG00000104018	1699
ENSDARG00000104019	119
ENSDARG00000104020	846
ENSDARG00000104022	4712
ENSDARG00000104023	2795
ENSDARG00000104024	1833
ENSDARG00000104026	4879
ENSDARG00000104027	2476
ENSDARG00000104028	1709
ENSDARG00000104029	309
ENSDARG00000104030	1612
ENSDARG00000104031	749
ENSDARG00000104034	4075
ENSDARG00000104035	2212
ENSDARG00000104037	1262
ENSDARG00000104038	1561
ENSDARG00000104039	5446
ENSDARG00000104040	1301
ENSDARG00000104041	6561
ENSDARG00000104042	2049
ENSDARG00000104043	1343
ENSDARG00000104045	3075
ENSDARG00000104046	339
ENSDARG00000104047	6379
ENSDARG00000104049	1298
ENSDARG00000104052	850
ENSDARG00000104053	548
ENSDARG00000104054	849
ENSDARG00000104057	2394
ENSDARG00000104058	1424
ENSDARG00000104064	5219
ENSDARG00000104065	2894
ENSDARG00000104066	2343
ENSDARG00000104068	893
ENSDARG00000104069	3023
ENSDARG00000104070	440
ENSDARG00000104071	1272
ENSDARG00000104072	534
ENSDARG00000104073	523
ENSDARG00000104074	1614
ENSDARG00000104076	4071
ENSDARG00000104077	667
ENSDARG00000104078	1381
ENSDARG00000104079	609
ENSDARG00000104080	3398
ENSDARG00000104082	4616
ENSDARG00000104083	2301
ENSDARG00000104084	4934
ENSDARG00000104085	2802
ENSDARG00000104088	4160
ENSDARG00000104089	1841
ENSDARG00000104090	1850
ENSDARG00000104093	1038
ENSDARG00000104094	2431
ENSDARG00000104096	1277
ENSDARG00000104097	944
ENSDARG00000104099	1057
ENSDARG00000104100	2277
ENSDARG00000104101	5030
ENSDARG00000104103	3427
ENSDARG00000104104	82
ENSDARG00000104105	4428
ENSDARG00000104106	654
ENSDARG00000104107	1151
ENSDARG00000104108	3339
ENSDARG00000104110	5022
ENSDARG00000104111	1364
ENSDARG00000104112	1053
ENSDARG00000104113	1784
ENSDARG00000104114	1906
ENSDARG00000104115	155
ENSDARG00000104117	5913
ENSDARG00000104118	5216
ENSDARG00000104119	8245
ENSDARG00000104120	3249
ENSDARG00000104124	2424
ENSDARG00000104125	6359
ENSDARG00000104126	853
ENSDARG00000104128	1521
ENSDARG00000104129	1245
ENSDARG00000104130	6277
ENSDARG00000104131	331
ENSDARG00000104132	907
ENSDARG00000104133	129
ENSDARG00000104134	2294
ENSDARG00000104137	165
ENSDARG00000104138	908
ENSDARG00000104139	5084
ENSDARG00000104141	6856
ENSDARG00000104142	220
ENSDARG00000104144	869
ENSDARG00000104145	322
ENSDARG00000104149	1987
ENSDARG00000104153	2319
ENSDARG00000104154	766
ENSDARG00000104155	138
ENSDARG00000104162	1090
ENSDARG00000104163	789
ENSDARG00000104166	5637
ENSDARG00000104167	437
ENSDARG00000104169	7105
ENSDARG00000104170	1577
ENSDARG00000104172	2784
ENSDARG00000104173	1784
ENSDARG00000104175	2177
ENSDARG00000104176	543
ENSDARG00000104177	2608
ENSDARG00000104178	1527
ENSDARG00000104179	2100
ENSDARG00000104181	1053
ENSDARG00000104182	1192
ENSDARG00000104185	714
ENSDARG00000104186	2195
ENSDARG00000104188	2579
ENSDARG00000104190	258
ENSDARG00000104193	1841
ENSDARG00000104194	60
